_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,fulfilment,pledge,vagueness,orig__golden,country,date,document,fulfilment_gold,fulfilment_gold_reason,head,length,ntoken,pledge_broken,pledge_core,pledge_dummy_gold,pledge_dummy_gold_reason,pledge_gold,pledge_kept,pledge_proxy,pledgepledge,pledgepromise,pub,sampl_id_sent,section,sentence,sentence_id,sentence_post,sentence_pre,text_id,type_sentence,vagueness_gold,vagueness_gold_reason
1824800625,7/22/2018 20:06:46,true,3886511119,true,7/22/2018 19:53:41,false,elite,0.9,44549002,USA,,,ongoing,1,vague,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,7/23/2018 03:40:47,true,3887015335,,7/23/2018 03:37:30,false,elite,0.9,44314348,USA,NV,Las Vegas,ongoing,1,precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,7/23/2018 06:09:51,true,3887181234,,7/23/2018 06:04:52,false,elite,0.9,44076036,CAN,ON,London,ongoing,1,very precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,7/23/2018 15:03:58,true,3888078239,true,7/23/2018 14:59:37,false,bitcoinget,0.8,43641877,USA,NY,New York,expected fulfilled,1,precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,7/24/2018 04:45:06,true,3889645690,,7/24/2018 04:36:39,false,instagc,0.9,26227540,USA,CA,San Francisco,ongoing,1,precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,7/24/2018 08:13:28,true,3889920826,,7/24/2018 08:12:09,false,bitcoinget,0.9,44086620,USA,NY,New York,ongoing,1,precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,8/1/2018 15:55:32,true,3917234866,,8/1/2018 15:52:32,false,prodege,0.8889,8308030,USA,TN,Hermitage,ongoing,1,precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,8/6/2018 16:21:09,true,3937209135,,8/6/2018 16:10:51,false,neodev,0.95,42351141,ESP,29,Getafe,ongoing,1,precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,8/6/2018 18:20:32,true,3937500096,true,8/6/2018 18:15:58,false,elite,0.8,44457840,VEN,,,ongoing,1,vague,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,8/6/2018 20:05:32,true,3937764075,true,8/6/2018 19:59:28,false,elite,0.85,30128662,IND,16,Mumbai,general statement,1,precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,8/6/2018 22:49:27,true,3938277598,true,8/6/2018 22:29:59,false,neodev,0.85,44212588,VEN,25,Caracas,broken,1,precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,8/7/2018 03:55:40,true,3939479566,,8/7/2018 03:49:48,false,neodev,0.9,44458876,VEN,,,ongoing,1,precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,8/7/2018 04:12:56,true,3939542501,,8/7/2018 04:02:33,false,neodev,0.9231,44634728,VEN,25,Caracas,ongoing,1,very precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800625,8/7/2018 04:42:48,true,3939644725,,8/7/2018 04:39:53,false,elite,0.9,44585209,VEN,25,Caracas,ongoing,1,precise,TRUE,Australia,2014-10-08,text21.7,ongoing,"At least the opposition made a pledge, but there is no information about","Napthine unveils 200,000 jobs plan; Employment - $100m pledged",828,36,0,2,1,The statement clearly deals with a pledge to create new jobs,,0,0,2,0,"The Age (Melbourne, Australia)",4,NEWS; Pg. 2,"The pledge to create 200,000 new jobs is not mentioned in the government's seven glossy brochures spruiking the jobs planning, fuelling speculation it may have been a last-minute addition designed to trump the opposition's 100,000-job pledge.",,Dr Napthine said the figure was based on clear advice from officials.,"A day after Labor pledged $1 billion to create 100,000 jobs in two years, the Napthine government released its jobs plan, saying it would fund 60,000 apprenticeships and provide training for 850,000 Victorians.",Australia 54767,Possibly pledge,"precise
very precise",The statements clearly outline pledges related to jobs and give conrete figures.
1824800626,7/23/2018 03:16:44,true,3886983643,,7/23/2018 03:13:19,false,instagc,0.9,29289135,CAN,QC,Brossard,ongoing,1,precise,TRUE,Australia,2001-08-03,text74.52,ongoing,Government and opposition are debating about an ongoing promise,Body language tells the tale of two leaders,1192,44,0,2,1,,,0,0,0,2,Sydney Morning Herald (Australia),7,NEWS AND FEATURES; Opinion; Pg. 12,"The Government is attempting to both muddle and challenge Labor's pitch by insisting the Opposition's promises to roll back the GST, spend in certain areas and preserve the surplus, collectively add up to an inevitable rise in income tax (which Beazley promises won't happen).",,"So far, Beazley seems to be failing to punch through his tax message effectively, and has given an opening to Howard.","Second: that as well as having rollback, Labor will also invest in needed spending on education, health and aged care.",Australia 22605,Possibly pledge,"vague
precise",There pledge mentions a policy area (income tax and GST)
